"code","distribution","ncuts","ncond","run","truemean","trueshape","truesdlog"
"wei_cut005_cond750_rep055","weibull",5,750,55,13.8888888888889,2.2,NA
"wei_cut005_cond750_rep056","weibull",5,750,56,17.1111111111111,2.2,NA
"wei_cut005_cond750_rep057","weibull",5,750,57,20.3333333333333,2.2,NA
"wei_cut005_cond750_rep058","weibull",5,750,58,23.5555555555556,2.2,NA
"wei_cut005_cond750_rep059","weibull",5,750,59,26.7777777777778,2.2,NA
"wei_cut005_cond750_rep060","weibull",5,750,60,30,2.2,NA
"wei_cut005_cond750_rep061","weibull",5,750,61,1,2.8,NA
"wei_cut005_cond750_rep062","weibull",5,750,62,4.22222222222222,2.8,NA
"wei_cut005_cond750_rep063","weibull",5,750,63,7.44444444444444,2.8,NA
"wei_cut005_cond750_rep064","weibull",5,750,64,10.6666666666667,2.8,NA
"wei_cut005_cond750_rep065","weibull",5,750,65,13.8888888888889,2.8,NA
"wei_cut005_cond750_rep066","weibull",5,750,66,17.1111111111111,2.8,NA
"wei_cut005_cond750_rep067","weibull",5,750,67,20.3333333333333,2.8,NA
"wei_cut005_cond750_rep068","weibull",5,750,68,23.5555555555556,2.8,NA
"wei_cut005_cond750_rep069","weibull",5,750,69,26.7777777777778,2.8,NA
"wei_cut005_cond750_rep070","weibull",5,750,70,30,2.8,NA
"wei_cut005_cond750_rep071","weibull",5,750,71,1,3.6,NA
"wei_cut005_cond750_rep072","weibull",5,750,72,4.22222222222222,3.6,NA
"wei_cut005_cond750_rep073","weibull",5,750,73,7.44444444444444,3.6,NA
"wei_cut005_cond750_rep074","weibull",5,750,74,10.6666666666667,3.6,NA
"wei_cut005_cond750_rep075","weibull",5,750,75,13.8888888888889,3.6,NA
"wei_cut005_cond750_rep076","weibull",5,750,76,17.1111111111111,3.6,NA
"wei_cut005_cond750_rep077","weibull",5,750,77,20.3333333333333,3.6,NA
"wei_cut005_cond750_rep078","weibull",5,750,78,23.5555555555556,3.6,NA
"wei_cut005_cond750_rep079","weibull",5,750,79,26.7777777777778,3.6,NA
"wei_cut005_cond750_rep080","weibull",5,750,80,30,3.6,NA
"wei_cut005_cond750_rep081","weibull",5,750,81,1,4.6,NA
"wei_cut005_cond750_rep082","weibull",5,750,82,4.22222222222222,4.6,NA
"wei_cut005_cond750_rep083","weibull",5,750,83,7.44444444444444,4.6,NA
"wei_cut005_cond750_rep084","weibull",5,750,84,10.6666666666667,4.6,NA
"wei_cut005_cond750_rep085","weibull",5,750,85,13.8888888888889,4.6,NA
"wei_cut005_cond750_rep086","weibull",5,750,86,17.1111111111111,4.6,NA
"wei_cut005_cond750_rep087","weibull",5,750,87,20.3333333333333,4.6,NA
"wei_cut005_cond750_rep088","weibull",5,750,88,23.5555555555556,4.6,NA
"wei_cut005_cond750_rep089","weibull",5,750,89,26.7777777777778,4.6,NA
"wei_cut005_cond750_rep090","weibull",5,750,90,30,4.6,NA
"wei_cut005_cond750_rep091","weibull",5,750,91,1,6,NA
"wei_cut005_cond750_rep092","weibull",5,750,92,4.22222222222222,6,NA
"wei_cut005_cond750_rep093","weibull",5,750,93,7.44444444444444,6,NA
"wei_cut005_cond750_rep094","weibull",5,750,94,10.6666666666667,6,NA
"wei_cut005_cond750_rep095","weibull",5,750,95,13.8888888888889,6,NA
"wei_cut005_cond750_rep096","weibull",5,750,96,17.1111111111111,6,NA
"wei_cut005_cond750_rep097","weibull",5,750,97,20.3333333333333,6,NA
"wei_cut005_cond750_rep098","weibull",5,750,98,23.5555555555556,6,NA
"wei_cut005_cond750_rep099","weibull",5,750,99,26.7777777777778,6,NA
"wei_cut005_cond750_rep100","weibull",5,750,100,30,6,NA
"wei_cut005_cond1000_rep001","weibull",5,1000,1,1,0.6,NA
"wei_cut005_cond1000_rep002","weibull",5,1000,2,4.22222222222222,0.6,NA
"wei_cut005_cond1000_rep003","weibull",5,1000,3,7.44444444444444,0.6,NA
"wei_cut005_cond1000_rep004","weibull",5,1000,4,10.6666666666667,0.6,NA
"wei_cut005_cond1000_rep005","weibull",5,1000,5,13.8888888888889,0.6,NA
"wei_cut005_cond1000_rep006","weibull",5,1000,6,17.1111111111111,0.6,NA
"wei_cut005_cond1000_rep007","weibull",5,1000,7,20.3333333333333,0.6,NA
"wei_cut005_cond1000_rep008","weibull",5,1000,8,23.5555555555556,0.6,NA
"wei_cut005_cond1000_rep009","weibull",5,1000,9,26.7777777777778,0.6,NA
"wei_cut005_cond1000_rep010","weibull",5,1000,10,30,0.6,NA
"wei_cut005_cond1000_rep011","weibull",5,1000,11,1,0.8,NA
"wei_cut005_cond1000_rep012","weibull",5,1000,12,4.22222222222222,0.8,NA
"wei_cut005_cond1000_rep013","weibull",5,1000,13,7.44444444444444,0.8,NA
"wei_cut005_cond1000_rep014","weibull",5,1000,14,10.6666666666667,0.8,NA
"wei_cut005_cond1000_rep015","weibull",5,1000,15,13.8888888888889,0.8,NA
"wei_cut005_cond1000_rep016","weibull",5,1000,16,17.1111111111111,0.8,NA
"wei_cut005_cond1000_rep017","weibull",5,1000,17,20.3333333333333,0.8,NA
"wei_cut005_cond1000_rep018","weibull",5,1000,18,23.5555555555556,0.8,NA
"wei_cut005_cond1000_rep019","weibull",5,1000,19,26.7777777777778,0.8,NA
"wei_cut005_cond1000_rep020","weibull",5,1000,20,30,0.8,NA
"wei_cut005_cond1000_rep021","weibull",5,1000,21,1,1,NA
"wei_cut005_cond1000_rep022","weibull",5,1000,22,4.22222222222222,1,NA
"wei_cut005_cond1000_rep023","weibull",5,1000,23,7.44444444444444,1,NA
"wei_cut005_cond1000_rep024","weibull",5,1000,24,10.6666666666667,1,NA
"wei_cut005_cond1000_rep025","weibull",5,1000,25,13.8888888888889,1,NA
"wei_cut005_cond1000_rep026","weibull",5,1000,26,17.1111111111111,1,NA
"wei_cut005_cond1000_rep027","weibull",5,1000,27,20.3333333333333,1,NA
"wei_cut005_cond1000_rep028","weibull",5,1000,28,23.5555555555556,1,NA
"wei_cut005_cond1000_rep029","weibull",5,1000,29,26.7777777777778,1,NA
"wei_cut005_cond1000_rep030","weibull",5,1000,30,30,1,NA
"wei_cut005_cond1000_rep031","weibull",5,1000,31,1,1.3,NA
"wei_cut005_cond1000_rep032","weibull",5,1000,32,4.22222222222222,1.3,NA
"wei_cut005_cond1000_rep033","weibull",5,1000,33,7.44444444444444,1.3,NA
"wei_cut005_cond1000_rep034","weibull",5,1000,34,10.6666666666667,1.3,NA
"wei_cut005_cond1000_rep035","weibull",5,1000,35,13.8888888888889,1.3,NA
"wei_cut005_cond1000_rep036","weibull",5,1000,36,17.1111111111111,1.3,NA
"wei_cut005_cond1000_rep037","weibull",5,1000,37,20.3333333333333,1.3,NA
"wei_cut005_cond1000_rep038","weibull",5,1000,38,23.5555555555556,1.3,NA
"wei_cut005_cond1000_rep039","weibull",5,1000,39,26.7777777777778,1.3,NA
"wei_cut005_cond1000_rep040","weibull",5,1000,40,30,1.3,NA
"wei_cut005_cond1000_rep041","weibull",5,1000,41,1,1.7,NA
"wei_cut005_cond1000_rep042","weibull",5,1000,42,4.22222222222222,1.7,NA
"wei_cut005_cond1000_rep043","weibull",5,1000,43,7.44444444444444,1.7,NA
"wei_cut005_cond1000_rep044","weibull",5,1000,44,10.6666666666667,1.7,NA
"wei_cut005_cond1000_rep045","weibull",5,1000,45,13.8888888888889,1.7,NA
"wei_cut005_cond1000_rep046","weibull",5,1000,46,17.1111111111111,1.7,NA
"wei_cut005_cond1000_rep047","weibull",5,1000,47,20.3333333333333,1.7,NA
"wei_cut005_cond1000_rep048","weibull",5,1000,48,23.5555555555556,1.7,NA
"wei_cut005_cond1000_rep049","weibull",5,1000,49,26.7777777777778,1.7,NA
"wei_cut005_cond1000_rep050","weibull",5,1000,50,30,1.7,NA
"wei_cut005_cond1000_rep051","weibull",5,1000,51,1,2.2,NA
"wei_cut005_cond1000_rep052","weibull",5,1000,52,4.22222222222222,2.2,NA
"wei_cut005_cond1000_rep053","weibull",5,1000,53,7.44444444444444,2.2,NA
"wei_cut005_cond1000_rep054","weibull",5,1000,54,10.6666666666667,2.2,NA
"wei_cut005_cond1000_rep055","weibull",5,1000,55,13.8888888888889,2.2,NA
"wei_cut005_cond1000_rep056","weibull",5,1000,56,17.1111111111111,2.2,NA
"wei_cut005_cond1000_rep057","weibull",5,1000,57,20.3333333333333,2.2,NA
"wei_cut005_cond1000_rep058","weibull",5,1000,58,23.5555555555556,2.2,NA
"wei_cut005_cond1000_rep059","weibull",5,1000,59,26.7777777777778,2.2,NA
"wei_cut005_cond1000_rep060","weibull",5,1000,60,30,2.2,NA
"wei_cut005_cond1000_rep061","weibull",5,1000,61,1,2.8,NA
"wei_cut005_cond1000_rep062","weibull",5,1000,62,4.22222222222222,2.8,NA
"wei_cut005_cond1000_rep063","weibull",5,1000,63,7.44444444444444,2.8,NA
"wei_cut005_cond1000_rep064","weibull",5,1000,64,10.6666666666667,2.8,NA
"wei_cut005_cond1000_rep065","weibull",5,1000,65,13.8888888888889,2.8,NA
"wei_cut005_cond1000_rep066","weibull",5,1000,66,17.1111111111111,2.8,NA
"wei_cut005_cond1000_rep067","weibull",5,1000,67,20.3333333333333,2.8,NA
"wei_cut005_cond1000_rep068","weibull",5,1000,68,23.5555555555556,2.8,NA
"wei_cut005_cond1000_rep069","weibull",5,1000,69,26.7777777777778,2.8,NA
"wei_cut005_cond1000_rep070","weibull",5,1000,70,30,2.8,NA
"wei_cut005_cond1000_rep071","weibull",5,1000,71,1,3.6,NA
"wei_cut005_cond1000_rep072","weibull",5,1000,72,4.22222222222222,3.6,NA
"wei_cut005_cond1000_rep073","weibull",5,1000,73,7.44444444444444,3.6,NA
"wei_cut005_cond1000_rep074","weibull",5,1000,74,10.6666666666667,3.6,NA
"wei_cut005_cond1000_rep075","weibull",5,1000,75,13.8888888888889,3.6,NA
"wei_cut005_cond1000_rep076","weibull",5,1000,76,17.1111111111111,3.6,NA
"wei_cut005_cond1000_rep077","weibull",5,1000,77,20.3333333333333,3.6,NA
"wei_cut005_cond1000_rep078","weibull",5,1000,78,23.5555555555556,3.6,NA
"wei_cut005_cond1000_rep079","weibull",5,1000,79,26.7777777777778,3.6,NA
"wei_cut005_cond1000_rep080","weibull",5,1000,80,30,3.6,NA
"wei_cut005_cond1000_rep081","weibull",5,1000,81,1,4.6,NA
"wei_cut005_cond1000_rep082","weibull",5,1000,82,4.22222222222222,4.6,NA
"wei_cut005_cond1000_rep083","weibull",5,1000,83,7.44444444444444,4.6,NA
"wei_cut005_cond1000_rep084","weibull",5,1000,84,10.6666666666667,4.6,NA
"wei_cut005_cond1000_rep085","weibull",5,1000,85,13.8888888888889,4.6,NA
"wei_cut005_cond1000_rep086","weibull",5,1000,86,17.1111111111111,4.6,NA
"wei_cut005_cond1000_rep087","weibull",5,1000,87,20.3333333333333,4.6,NA
"wei_cut005_cond1000_rep088","weibull",5,1000,88,23.5555555555556,4.6,NA
"wei_cut005_cond1000_rep089","weibull",5,1000,89,26.7777777777778,4.6,NA
"wei_cut005_cond1000_rep090","weibull",5,1000,90,30,4.6,NA
"wei_cut005_cond1000_rep091","weibull",5,1000,91,1,6,NA
"wei_cut005_cond1000_rep092","weibull",5,1000,92,4.22222222222222,6,NA
"wei_cut005_cond1000_rep093","weibull",5,1000,93,7.44444444444444,6,NA
"wei_cut005_cond1000_rep094","weibull",5,1000,94,10.6666666666667,6,NA
"wei_cut005_cond1000_rep095","weibull",5,1000,95,13.8888888888889,6,NA
"wei_cut005_cond1000_rep096","weibull",5,1000,96,17.1111111111111,6,NA
"wei_cut005_cond1000_rep097","weibull",5,1000,97,20.3333333333333,6,NA
"wei_cut005_cond1000_rep098","weibull",5,1000,98,23.5555555555556,6,NA
"wei_cut005_cond1000_rep099","weibull",5,1000,99,26.7777777777778,6,NA
"wei_cut005_cond1000_rep100","weibull",5,1000,100,30,6,NA
"wei_cut005_cond1500_rep001","weibull",5,1500,1,1,0.6,NA
"wei_cut005_cond1500_rep002","weibull",5,1500,2,4.22222222222222,0.6,NA
"wei_cut005_cond1500_rep003","weibull",5,1500,3,7.44444444444444,0.6,NA
"wei_cut005_cond1500_rep004","weibull",5,1500,4,10.6666666666667,0.6,NA
"wei_cut005_cond1500_rep005","weibull",5,1500,5,13.8888888888889,0.6,NA
"wei_cut005_cond1500_rep006","weibull",5,1500,6,17.1111111111111,0.6,NA
"wei_cut005_cond1500_rep007","weibull",5,1500,7,20.3333333333333,0.6,NA
"wei_cut005_cond1500_rep008","weibull",5,1500,8,23.5555555555556,0.6,NA
"wei_cut005_cond1500_rep009","weibull",5,1500,9,26.7777777777778,0.6,NA
"wei_cut005_cond1500_rep010","weibull",5,1500,10,30,0.6,NA
"wei_cut005_cond1500_rep011","weibull",5,1500,11,1,0.8,NA
"wei_cut005_cond1500_rep012","weibull",5,1500,12,4.22222222222222,0.8,NA
"wei_cut005_cond1500_rep013","weibull",5,1500,13,7.44444444444444,0.8,NA
"wei_cut005_cond1500_rep014","weibull",5,1500,14,10.6666666666667,0.8,NA
"wei_cut005_cond1500_rep015","weibull",5,1500,15,13.8888888888889,0.8,NA
"wei_cut005_cond1500_rep016","weibull",5,1500,16,17.1111111111111,0.8,NA
"wei_cut005_cond1500_rep017","weibull",5,1500,17,20.3333333333333,0.8,NA
"wei_cut005_cond1500_rep018","weibull",5,1500,18,23.5555555555556,0.8,NA
"wei_cut005_cond1500_rep019","weibull",5,1500,19,26.7777777777778,0.8,NA
"wei_cut005_cond1500_rep020","weibull",5,1500,20,30,0.8,NA
"wei_cut005_cond1500_rep021","weibull",5,1500,21,1,1,NA
"wei_cut005_cond1500_rep022","weibull",5,1500,22,4.22222222222222,1,NA
"wei_cut005_cond1500_rep023","weibull",5,1500,23,7.44444444444444,1,NA
"wei_cut005_cond1500_rep024","weibull",5,1500,24,10.6666666666667,1,NA
"wei_cut005_cond1500_rep025","weibull",5,1500,25,13.8888888888889,1,NA
"wei_cut005_cond1500_rep026","weibull",5,1500,26,17.1111111111111,1,NA
"wei_cut005_cond1500_rep027","weibull",5,1500,27,20.3333333333333,1,NA
"wei_cut005_cond1500_rep028","weibull",5,1500,28,23.5555555555556,1,NA
"wei_cut005_cond1500_rep029","weibull",5,1500,29,26.7777777777778,1,NA
"wei_cut005_cond1500_rep030","weibull",5,1500,30,30,1,NA
"wei_cut005_cond1500_rep031","weibull",5,1500,31,1,1.3,NA
"wei_cut005_cond1500_rep032","weibull",5,1500,32,4.22222222222222,1.3,NA
"wei_cut005_cond1500_rep033","weibull",5,1500,33,7.44444444444444,1.3,NA
"wei_cut005_cond1500_rep034","weibull",5,1500,34,10.6666666666667,1.3,NA
"wei_cut005_cond1500_rep035","weibull",5,1500,35,13.8888888888889,1.3,NA
"wei_cut005_cond1500_rep036","weibull",5,1500,36,17.1111111111111,1.3,NA
"wei_cut005_cond1500_rep037","weibull",5,1500,37,20.3333333333333,1.3,NA
"wei_cut005_cond1500_rep038","weibull",5,1500,38,23.5555555555556,1.3,NA
"wei_cut005_cond1500_rep039","weibull",5,1500,39,26.7777777777778,1.3,NA
"wei_cut005_cond1500_rep040","weibull",5,1500,40,30,1.3,NA
"wei_cut005_cond1500_rep041","weibull",5,1500,41,1,1.7,NA
"wei_cut005_cond1500_rep042","weibull",5,1500,42,4.22222222222222,1.7,NA
"wei_cut005_cond1500_rep043","weibull",5,1500,43,7.44444444444444,1.7,NA
"wei_cut005_cond1500_rep044","weibull",5,1500,44,10.6666666666667,1.7,NA
"wei_cut005_cond1500_rep045","weibull",5,1500,45,13.8888888888889,1.7,NA
"wei_cut005_cond1500_rep046","weibull",5,1500,46,17.1111111111111,1.7,NA
"wei_cut005_cond1500_rep047","weibull",5,1500,47,20.3333333333333,1.7,NA
"wei_cut005_cond1500_rep048","weibull",5,1500,48,23.5555555555556,1.7,NA
"wei_cut005_cond1500_rep049","weibull",5,1500,49,26.7777777777778,1.7,NA
"wei_cut005_cond1500_rep050","weibull",5,1500,50,30,1.7,NA
"wei_cut005_cond1500_rep051","weibull",5,1500,51,1,2.2,NA
"wei_cut005_cond1500_rep052","weibull",5,1500,52,4.22222222222222,2.2,NA
"wei_cut005_cond1500_rep053","weibull",5,1500,53,7.44444444444444,2.2,NA
"wei_cut005_cond1500_rep054","weibull",5,1500,54,10.6666666666667,2.2,NA
"wei_cut005_cond1500_rep055","weibull",5,1500,55,13.8888888888889,2.2,NA
"wei_cut005_cond1500_rep056","weibull",5,1500,56,17.1111111111111,2.2,NA
"wei_cut005_cond1500_rep057","weibull",5,1500,57,20.3333333333333,2.2,NA
"wei_cut005_cond1500_rep058","weibull",5,1500,58,23.5555555555556,2.2,NA
"wei_cut005_cond1500_rep059","weibull",5,1500,59,26.7777777777778,2.2,NA
"wei_cut005_cond1500_rep060","weibull",5,1500,60,30,2.2,NA
"wei_cut005_cond1500_rep061","weibull",5,1500,61,1,2.8,NA
"wei_cut005_cond1500_rep062","weibull",5,1500,62,4.22222222222222,2.8,NA
"wei_cut005_cond1500_rep063","weibull",5,1500,63,7.44444444444444,2.8,NA
"wei_cut005_cond1500_rep064","weibull",5,1500,64,10.6666666666667,2.8,NA
"wei_cut005_cond1500_rep065","weibull",5,1500,65,13.8888888888889,2.8,NA
"wei_cut005_cond1500_rep066","weibull",5,1500,66,17.1111111111111,2.8,NA
"wei_cut005_cond1500_rep067","weibull",5,1500,67,20.3333333333333,2.8,NA
"wei_cut005_cond1500_rep068","weibull",5,1500,68,23.5555555555556,2.8,NA
"wei_cut005_cond1500_rep069","weibull",5,1500,69,26.7777777777778,2.8,NA
"wei_cut005_cond1500_rep070","weibull",5,1500,70,30,2.8,NA
"wei_cut005_cond1500_rep071","weibull",5,1500,71,1,3.6,NA
"wei_cut005_cond1500_rep072","weibull",5,1500,72,4.22222222222222,3.6,NA
"wei_cut005_cond1500_rep073","weibull",5,1500,73,7.44444444444444,3.6,NA
"wei_cut005_cond1500_rep074","weibull",5,1500,74,10.6666666666667,3.6,NA
"wei_cut005_cond1500_rep075","weibull",5,1500,75,13.8888888888889,3.6,NA
"wei_cut005_cond1500_rep076","weibull",5,1500,76,17.1111111111111,3.6,NA
"wei_cut005_cond1500_rep077","weibull",5,1500,77,20.3333333333333,3.6,NA
"wei_cut005_cond1500_rep078","weibull",5,1500,78,23.5555555555556,3.6,NA
"wei_cut005_cond1500_rep079","weibull",5,1500,79,26.7777777777778,3.6,NA
"wei_cut005_cond1500_rep080","weibull",5,1500,80,30,3.6,NA
"wei_cut005_cond1500_rep081","weibull",5,1500,81,1,4.6,NA
"wei_cut005_cond1500_rep082","weibull",5,1500,82,4.22222222222222,4.6,NA
"wei_cut005_cond1500_rep083","weibull",5,1500,83,7.44444444444444,4.6,NA
"wei_cut005_cond1500_rep084","weibull",5,1500,84,10.6666666666667,4.6,NA
"wei_cut005_cond1500_rep085","weibull",5,1500,85,13.8888888888889,4.6,NA
"wei_cut005_cond1500_rep086","weibull",5,1500,86,17.1111111111111,4.6,NA
"wei_cut005_cond1500_rep087","weibull",5,1500,87,20.3333333333333,4.6,NA
"wei_cut005_cond1500_rep088","weibull",5,1500,88,23.5555555555556,4.6,NA
"wei_cut005_cond1500_rep089","weibull",5,1500,89,26.7777777777778,4.6,NA
"wei_cut005_cond1500_rep090","weibull",5,1500,90,30,4.6,NA
"wei_cut005_cond1500_rep091","weibull",5,1500,91,1,6,NA
"wei_cut005_cond1500_rep092","weibull",5,1500,92,4.22222222222222,6,NA
"wei_cut005_cond1500_rep093","weibull",5,1500,93,7.44444444444444,6,NA
"wei_cut005_cond1500_rep094","weibull",5,1500,94,10.6666666666667,6,NA
"wei_cut005_cond1500_rep095","weibull",5,1500,95,13.8888888888889,6,NA
"wei_cut005_cond1500_rep096","weibull",5,1500,96,17.1111111111111,6,NA
"wei_cut005_cond1500_rep097","weibull",5,1500,97,20.3333333333333,6,NA
"wei_cut005_cond1500_rep098","weibull",5,1500,98,23.5555555555556,6,NA
"wei_cut005_cond1500_rep099","weibull",5,1500,99,26.7777777777778,6,NA
"wei_cut005_cond1500_rep100","weibull",5,1500,100,30,6,NA
"wei_cut005_cond2500_rep001","weibull",5,2500,1,1,0.6,NA
"wei_cut005_cond2500_rep002","weibull",5,2500,2,4.22222222222222,0.6,NA
"wei_cut005_cond2500_rep003","weibull",5,2500,3,7.44444444444444,0.6,NA
"wei_cut005_cond2500_rep004","weibull",5,2500,4,10.6666666666667,0.6,NA
"wei_cut005_cond2500_rep005","weibull",5,2500,5,13.8888888888889,0.6,NA
"wei_cut005_cond2500_rep006","weibull",5,2500,6,17.1111111111111,0.6,NA
"wei_cut005_cond2500_rep007","weibull",5,2500,7,20.3333333333333,0.6,NA
"wei_cut005_cond2500_rep008","weibull",5,2500,8,23.5555555555556,0.6,NA
"wei_cut005_cond2500_rep009","weibull",5,2500,9,26.7777777777778,0.6,NA
"wei_cut005_cond2500_rep010","weibull",5,2500,10,30,0.6,NA
"wei_cut005_cond2500_rep011","weibull",5,2500,11,1,0.8,NA
"wei_cut005_cond2500_rep012","weibull",5,2500,12,4.22222222222222,0.8,NA
"wei_cut005_cond2500_rep013","weibull",5,2500,13,7.44444444444444,0.8,NA
"wei_cut005_cond2500_rep014","weibull",5,2500,14,10.6666666666667,0.8,NA
"wei_cut005_cond2500_rep015","weibull",5,2500,15,13.8888888888889,0.8,NA
"wei_cut005_cond2500_rep016","weibull",5,2500,16,17.1111111111111,0.8,NA
"wei_cut005_cond2500_rep017","weibull",5,2500,17,20.3333333333333,0.8,NA
"wei_cut005_cond2500_rep018","weibull",5,2500,18,23.5555555555556,0.8,NA
"wei_cut005_cond2500_rep019","weibull",5,2500,19,26.7777777777778,0.8,NA
"wei_cut005_cond2500_rep020","weibull",5,2500,20,30,0.8,NA
"wei_cut005_cond2500_rep021","weibull",5,2500,21,1,1,NA
"wei_cut005_cond2500_rep022","weibull",5,2500,22,4.22222222222222,1,NA
"wei_cut005_cond2500_rep023","weibull",5,2500,23,7.44444444444444,1,NA
"wei_cut005_cond2500_rep024","weibull",5,2500,24,10.6666666666667,1,NA
"wei_cut005_cond2500_rep025","weibull",5,2500,25,13.8888888888889,1,NA
"wei_cut005_cond2500_rep026","weibull",5,2500,26,17.1111111111111,1,NA
"wei_cut005_cond2500_rep027","weibull",5,2500,27,20.3333333333333,1,NA
"wei_cut005_cond2500_rep028","weibull",5,2500,28,23.5555555555556,1,NA
"wei_cut005_cond2500_rep029","weibull",5,2500,29,26.7777777777778,1,NA
"wei_cut005_cond2500_rep030","weibull",5,2500,30,30,1,NA
"wei_cut005_cond2500_rep031","weibull",5,2500,31,1,1.3,NA
"wei_cut005_cond2500_rep032","weibull",5,2500,32,4.22222222222222,1.3,NA
"wei_cut005_cond2500_rep033","weibull",5,2500,33,7.44444444444444,1.3,NA
"wei_cut005_cond2500_rep034","weibull",5,2500,34,10.6666666666667,1.3,NA
"wei_cut005_cond2500_rep035","weibull",5,2500,35,13.8888888888889,1.3,NA
"wei_cut005_cond2500_rep036","weibull",5,2500,36,17.1111111111111,1.3,NA
"wei_cut005_cond2500_rep037","weibull",5,2500,37,20.3333333333333,1.3,NA
"wei_cut005_cond2500_rep038","weibull",5,2500,38,23.5555555555556,1.3,NA
"wei_cut005_cond2500_rep039","weibull",5,2500,39,26.7777777777778,1.3,NA
"wei_cut005_cond2500_rep040","weibull",5,2500,40,30,1.3,NA
"wei_cut005_cond2500_rep041","weibull",5,2500,41,1,1.7,NA
"wei_cut005_cond2500_rep042","weibull",5,2500,42,4.22222222222222,1.7,NA
"wei_cut005_cond2500_rep043","weibull",5,2500,43,7.44444444444444,1.7,NA
"wei_cut005_cond2500_rep044","weibull",5,2500,44,10.6666666666667,1.7,NA
"wei_cut005_cond2500_rep045","weibull",5,2500,45,13.8888888888889,1.7,NA
"wei_cut005_cond2500_rep046","weibull",5,2500,46,17.1111111111111,1.7,NA
"wei_cut005_cond2500_rep047","weibull",5,2500,47,20.3333333333333,1.7,NA
"wei_cut005_cond2500_rep048","weibull",5,2500,48,23.5555555555556,1.7,NA
"wei_cut005_cond2500_rep049","weibull",5,2500,49,26.7777777777778,1.7,NA
"wei_cut005_cond2500_rep050","weibull",5,2500,50,30,1.7,NA
"wei_cut005_cond2500_rep051","weibull",5,2500,51,1,2.2,NA
"wei_cut005_cond2500_rep052","weibull",5,2500,52,4.22222222222222,2.2,NA
"wei_cut005_cond2500_rep053","weibull",5,2500,53,7.44444444444444,2.2,NA
"wei_cut005_cond2500_rep054","weibull",5,2500,54,10.6666666666667,2.2,NA
"wei_cut005_cond2500_rep055","weibull",5,2500,55,13.8888888888889,2.2,NA
"wei_cut005_cond2500_rep056","weibull",5,2500,56,17.1111111111111,2.2,NA
"wei_cut005_cond2500_rep057","weibull",5,2500,57,20.3333333333333,2.2,NA
"wei_cut005_cond2500_rep058","weibull",5,2500,58,23.5555555555556,2.2,NA
"wei_cut005_cond2500_rep059","weibull",5,2500,59,26.7777777777778,2.2,NA
"wei_cut005_cond2500_rep060","weibull",5,2500,60,30,2.2,NA
"wei_cut005_cond2500_rep061","weibull",5,2500,61,1,2.8,NA
"wei_cut005_cond2500_rep062","weibull",5,2500,62,4.22222222222222,2.8,NA
"wei_cut005_cond2500_rep063","weibull",5,2500,63,7.44444444444444,2.8,NA
"wei_cut005_cond2500_rep064","weibull",5,2500,64,10.6666666666667,2.8,NA
"wei_cut005_cond2500_rep065","weibull",5,2500,65,13.8888888888889,2.8,NA
"wei_cut005_cond2500_rep066","weibull",5,2500,66,17.1111111111111,2.8,NA
"wei_cut005_cond2500_rep067","weibull",5,2500,67,20.3333333333333,2.8,NA
"wei_cut005_cond2500_rep068","weibull",5,2500,68,23.5555555555556,2.8,NA
"wei_cut005_cond2500_rep069","weibull",5,2500,69,26.7777777777778,2.8,NA
"wei_cut005_cond2500_rep070","weibull",5,2500,70,30,2.8,NA
"wei_cut005_cond2500_rep071","weibull",5,2500,71,1,3.6,NA
"wei_cut005_cond2500_rep072","weibull",5,2500,72,4.22222222222222,3.6,NA
"wei_cut005_cond2500_rep073","weibull",5,2500,73,7.44444444444444,3.6,NA
"wei_cut005_cond2500_rep074","weibull",5,2500,74,10.6666666666667,3.6,NA
"wei_cut005_cond2500_rep075","weibull",5,2500,75,13.8888888888889,3.6,NA
"wei_cut005_cond2500_rep076","weibull",5,2500,76,17.1111111111111,3.6,NA
"wei_cut005_cond2500_rep077","weibull",5,2500,77,20.3333333333333,3.6,NA
"wei_cut005_cond2500_rep078","weibull",5,2500,78,23.5555555555556,3.6,NA
"wei_cut005_cond2500_rep079","weibull",5,2500,79,26.7777777777778,3.6,NA
"wei_cut005_cond2500_rep080","weibull",5,2500,80,30,3.6,NA
"wei_cut005_cond2500_rep081","weibull",5,2500,81,1,4.6,NA
"wei_cut005_cond2500_rep082","weibull",5,2500,82,4.22222222222222,4.6,NA
"wei_cut005_cond2500_rep083","weibull",5,2500,83,7.44444444444444,4.6,NA
"wei_cut005_cond2500_rep084","weibull",5,2500,84,10.6666666666667,4.6,NA
"wei_cut005_cond2500_rep085","weibull",5,2500,85,13.8888888888889,4.6,NA
"wei_cut005_cond2500_rep086","weibull",5,2500,86,17.1111111111111,4.6,NA
"wei_cut005_cond2500_rep087","weibull",5,2500,87,20.3333333333333,4.6,NA
"wei_cut005_cond2500_rep088","weibull",5,2500,88,23.5555555555556,4.6,NA
"wei_cut005_cond2500_rep089","weibull",5,2500,89,26.7777777777778,4.6,NA
"wei_cut005_cond2500_rep090","weibull",5,2500,90,30,4.6,NA
"wei_cut005_cond2500_rep091","weibull",5,2500,91,1,6,NA
"wei_cut005_cond2500_rep092","weibull",5,2500,92,4.22222222222222,6,NA
"wei_cut005_cond2500_rep093","weibull",5,2500,93,7.44444444444444,6,NA
